x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.117331670000000088e+01,3.884980670000000202e+01,-7.263108889999999462e+01,3.962474230000000119e+01,-7.408886110000000258e+01,3.816696999999999917e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.179191600000000051e+01,4.038047970000000220e+01,-7.184968820000000278e+01,4.032270749999999992e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.179191600000000051e+01,4.038047970000000220e+01,-7.241051539999999420e+01,3.976188040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.179191600000000051e+01,4.038047970000000220e+01,-7.289673030000000153e+01,3.927566550000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.241051539999999420e+01,4.020344490000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.297134250000000577e+01,3.964261779999999646e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.345755739999999889e+01,3.915640290000000334e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.289673030000000153e+01,3.989956060000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.394377230000000623e+01,3.885251860000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.429673029999999301e+01,3.849956060000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.324968819999999425e+01,3.944770749999999992e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.429673029999999301e+01,3.840066550000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.464968819999999994e+01,3.804770750000000135e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.227813089999999363e+01,4.007659540000000220e+01,-7.233590309999999590e+01,4.001882319999999993e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.227813089999999363e+01,4.007659540000000220e+01,-7.338294519999999466e+01,3.897178120000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.289673030000000153e+01,3.989956060000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.345755739999999889e+01,3.933873349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.394377230000000623e+01,3.885251860000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.429673029999999301e+01,3.849956060000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.332517289999999832e+01,3.965344850000000321e+01,-7.338294519999999466e+01,3.959567630000000094e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.332517289999999832e+01,3.965344850000000321e+01,-7.442998719999999935e+01,3.854863430000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.332517289999999832e+01,3.965344850000000321e+01,-7.478294520000000034e+01,3.819567630000000236e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.367813089999999931e+01,3.920159540000000220e+01,-7.478294520000000034e+01,3.809678120000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.263108889999999462e+01,3.962474230000000119e+01,-7.324968819999999425e+01,3.900614290000000040e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.263108889999999462e+01,3.962474230000000119e+01,-7.373590310000000159e+01,3.851992800000000017e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.263108889999999462e+01,3.962474230000000119e+01,-7.408886110000000258e+01,3.816696999999999917e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.381051539999999989e+01,3.888688040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.429673029999999301e+01,3.840066550000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.464968819999999994e+01,3.804770750000000135e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.367813089999999931e+01,3.920159540000000220e+01,-7.429673029999999301e+01,3.858299610000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.367813089999999931e+01,3.920159540000000220e+01,-7.513590309999999306e+01,3.774382320000000135e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.403108890000000031e+01,3.874974230000000119e+01,-7.464968819999999994e+01,3.813114290000000040e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.111554449999999861e+01,3.719987110000000285e+01,-7.257331670000000656e+01,3.797480670000000202e+01,-7.403108890000000031e+01,3.874974230000000119e+01,-7.548886109999999405e+01,3.729196999999999917e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.179191600000000051e+01,4.038047970000000220e+01,-7.184968820000000278e+01,4.032270749999999992e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.179191600000000051e+01,4.038047970000000220e+01,-7.241051539999999420e+01,3.976188040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.241051539999999420e+01,4.020344490000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.345755739999999889e+01,3.915640290000000334e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.381051539999999989e+01,3.880344490000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.345755739999999889e+01,3.933873349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.394377230000000623e+01,3.885251860000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.429673029999999301e+01,3.849956060000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.324968819999999425e+01,3.944770749999999992e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.381051539999999989e+01,3.888688040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.173414379999999824e+01,3.873054410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.429673029999999301e+01,3.840066550000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.241051539999999420e+01,4.020344490000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.345755739999999889e+01,3.915640290000000334e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.235274309999999787e+01,4.026121710000000320e+01,-7.381051539999999989e+01,3.880344490000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.291357019999999522e+01,4.014195459999999827e+01,-7.297134250000000577e+01,4.008418240000000310e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.291357019999999522e+01,4.014195459999999827e+01,-7.401838449999999625e+01,3.903714039999999841e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.291357019999999522e+01,4.014195459999999827e+01,-7.437134249999999724e+01,3.868418239999999741e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.339978510000000256e+01,3.983807029999999827e+01,-7.450459940000000358e+01,3.873325609999999841e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.375274310000000355e+01,3.938621710000000320e+01,-7.381051539999999989e+01,3.932844490000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.229497089999999559e+01,3.861128159999999809e+01,-7.375274310000000355e+01,3.938621710000000320e+01,-7.437134249999999724e+01,3.876761779999999646e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.345755739999999889e+01,3.933873349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.339978510000000256e+01,3.983807029999999827e+01,-7.345755739999999889e+01,3.978029810000000310e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.339978510000000256e+01,3.983807029999999827e+01,-7.450459940000000358e+01,3.873325609999999841e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.339978510000000256e+01,3.983807029999999827e+01,-7.485755740000000458e+01,3.838029809999999742e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.388599999999999568e+01,3.953418599999999827e+01,-7.450459940000000358e+01,3.891558659999999747e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.388599999999999568e+01,3.953418599999999827e+01,-7.499081429999999671e+01,3.842937169999999725e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.388599999999999568e+01,3.953418599999999827e+01,-7.534377229999999770e+01,3.807641370000000336e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.485755740000000458e+01,3.846373349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.278118580000000293e+01,3.830739729999999810e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.569673029999999869e+01,3.762456060000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.381051539999999989e+01,3.888688040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.429673029999999301e+01,3.840066550000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.319191600000000619e+01,3.950547970000000220e+01,-7.464968819999999994e+01,3.804770750000000135e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.375274310000000355e+01,3.938621710000000320e+01,-7.381051539999999989e+01,3.932844490000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.375274310000000355e+01,3.938621710000000320e+01,-7.437134249999999724e+01,3.876761779999999646e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.375274310000000355e+01,3.938621710000000320e+01,-7.485755740000000458e+01,3.828140290000000334e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.429673029999999301e+01,3.902456060000000093e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.485755740000000458e+01,3.846373349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.534377229999999770e+01,3.797751860000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.423895799999999667e+01,3.908233280000000320e+01,-7.569673029999999869e+01,3.762456060000000235e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.167637159999999596e+01,3.708060859999999792e+01,-7.313414380000000392e+01,3.785554410000000303e+01,-7.459191599999999767e+01,3.863047970000000220e+01,-7.521051540000000557e+01,3.801188040000000257e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.227813089999999363e+01,4.007659540000000220e+01,-7.233590309999999590e+01,4.001882319999999993e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.227813089999999363e+01,4.007659540000000220e+01,-7.338294519999999466e+01,3.897178120000000234e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.227813089999999363e+01,4.007659540000000220e+01,-7.373590310000000159e+01,3.861882320000000135e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.345755739999999889e+01,3.933873349999999647e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.283895800000000520e+01,3.995733280000000320e+01,-7.394377230000000623e+01,3.885251860000000335e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.332517289999999832e+01,3.965344850000000321e+01,-7.338294519999999466e+01,3.959567630000000094e+01
-7.100000000000000000e+01,3.389999999999999858e+01,-7.105777220000000227e+01,3.554993559999999775e+01,-7.216258650000000330e+01,3.677672429999999792e+01,-7.222035870000000557e+01,3.842665980000000303e+01,-7.332517289999999832e+01,3.965344850000000321e+01,-7.394377230000000623e+01,3.903484919999999647e+01
